@date,"@dlog(con1,0,12)","@dlog(con2,0,12)","@dlog(con3,0,12)","@dlog(con5,0,12)","@dlog(con6,0,12)","@dlog(con7,0,12)","@dlog(con8,0,12)",con9,con10,con11,"@dlog(con12,0,12)","@dlog(con13,0,12)",con14,"@dlog(con15,0,12)","@dlog(con16,0,12)","@dlog(con1(-1),0,12)","@dlog(con2(-1),0,12)","@dlog(con3(-1),0,12)","@dlog(con5(-1),0,12)","@dlog(con6(-1),0,12)","@dlog(con7(-1),0,12)","@dlog(con8(-1),0,12)",con9(-1),con10(-1),con11(-1),"@dlog(con12(-1),0,12)","@dlog(con13(-1),0,12)",con14(-1),"@dlog(con15(-1),0,12)","@dlog(con16(-1),0,12)","@dlog(con1(-2),0,12)","@dlog(con2(-2),0,12)","@dlog(con3(-2),0,12)","@dlog(con5(-2),0,12)","@dlog(con6(-2),0,12)","@dlog(con7(-2),0,12)","@dlog(con8(-2),0,12)",con9(-2),con10(-2),con11(-2),"@dlog(con12(-2),0,12)","@dlog(con13(-2),0,12)",con14(-2),"@dlog(con15(-2),0,12)","@dlog(con16(-2),0,12)"
2011-08-01,-0.1012470651576817,-0.113971978992744,-0.3526824085302458,0.0102565001671885,-0.2014719394343069,-0.1717704320864221,-0.0063582035486904,-47.44594,-44.24837,-10.07446,0.0182202384287464,0.0376183695732699,-46.9,-0.1655875215857385,0.025694361697548,-0.095840883930089,-0.3647277679863787,-0.2744453981561019,0.1167754788960833,-0.289293223438932,-0.1680956339631905,-0.0020180943679042,-52.42618,-39.80769,-8.4486,0.0182202384287464,0.0452957994448883,-55.1,-0.0917629650182822,0.2358151019665921,-0.1257190445009355,0.0656360980922787,-0.6400420047220016,-0.6020621251307485,-0.2615291157386181,-0.1595949887039314,-0.0168485411701171,-48.77323,-40.54148,-6.25471,0.0292982728020048,0.0337377638902323,-52.0,-0.3379380982146678,0.3545538891439523
2011-09-01,-0.0927151993768271,-0.4599371057450269,-0.0439726299691169,0.0863357012882479,-0.243493382488654,-0.1830089102030383,0.0066849838746145,-51.40837,-39.23349,-17.97521,0.0182202384287464,0.032597340139973,-57.1,-0.2012566007154799,0.1802642950929076,-0.1012470651576817,-0.113971978992744,-0.3526824085302458,0.0102565001671885,-0.2014719394343069,-0.1717704320864221,-0.0063582035486904,-47.44594,-44.24837,-10.07446,0.0182202384287464,0.0376183695732699,-46.9,-0.1655875215857385,0.025694361697548,-0.095840883930089,-0.3647277679863787,-0.2744453981561019,0.1167754788960833,-0.289293223438932,-0.1680956339631905,-0.0020180943679042,-52.42618,-39.80769,-8.4486,0.0182202384287464,0.0452957994448883,-55.1,-0.0917629650182822,0.2358151019665921
2011-10-01,-0.1013614738067874,-0.5523187636828464,0.0354509955837905,-0.1042717839226288,-0.3209298867004983,-0.2066343666046392,0.0292576609297805,-52.21721,-45.39014,-11.43577,0.0327898228229912,0.0344215283563764,-51.8,-0.2434263963751055,0.1733759207087342,-0.0927151993768271,-0.4599371057450269,-0.0439726299691169,0.0863357012882479,-0.243493382488654,-0.1830089102030383,0.0066849838746145,-51.40837,-39.23349,-17.97521,0.0182202384287464,0.032597340139973,-57.1,-0.2012566007154799,0.1802642950929076,-0.1012470651576817,-0.113971978992744,-0.3526824085302458,0.0102565001671885,-0.2014719394343069,-0.1717704320864221,-0.0063582035486904,-47.44594,-44.24837,-10.07446,0.0182202384287464,0.0376183695732699,-46.9,-0.1655875215857385,0.025694361697548
2011-11-01,-0.1066438671219165,-0.1591668907352161,-0.5042373646416073,0.0118461405041623,-0.2912500278456402,-0.2079114819909522,0.0380186970487841,-51.37968,-33.07034,-37.37443,0.0327898228229912,0.0296604686997516,-49.3,-0.3260303705237435,0.0676900453470175,-0.1013614738067874,-0.5523187636828464,0.0354509955837905,-0.1042717839226288,-0.3209298867004983,-0.2066343666046392,0.0292576609297805,-52.21721,-45.39014,-11.43577,0.0327898228229912,0.0344215283563764,-51.8,-0.2434263963751055,0.1733759207087342,-0.0927151993768271,-0.4599371057450269,-0.0439726299691169,0.0863357012882479,-0.243493382488654,-0.1830089102030383,0.0066849838746145,-51.40837,-39.23349,-17.97521,0.0182202384287464,0.032597340139973,-57.1,-0.2012566007154799,0.1802642950929076
2011-12-01,-0.105411361669927,-1.0818905098750733,-0.3113543635523932,0.0057306747089853,-0.2221308145967944,-0.2077956106336804,0.0299055311081319,-62.1487,-42.82994,-18.78768,0.0327898228229912,0.0217571058343466,-59.7,-0.2788215552390314,-0.087879341677409,-0.1066438671219165,-0.1591668907352161,-0.5042373646416073,0.0118461405041623,-0.2912500278456402,-0.2079114819909522,0.0380186970487841,-51.37968,-33.07034,-37.37443,0.0327898228229912,0.0296604686997516,-49.3,-0.3260303705237435,0.0676900453470175,-0.1013614738067874,-0.5523187636828464,0.0354509955837905,-0.1042717839226288,-0.3209298867004983,-0.2066343666046392,0.0292576609297805,-52.21721,-45.39014,-11.43577,0.0327898228229912,0.0344215283563764,-51.8,-0.2434263963751055,0.1733759207087342
2012-01-01,-0.1222313371060428,-0.1276692891401669,-0.4255835491740196,-0.0441085832562748,-0.2757060084672158,-0.2190910811778845,0.043774082545898,-64.16082,-49.37534,-14.10861,0.0229279381539608,0.0124033762557216,-62.9,-0.2734667550832261,-0.1963857602073275,-0.105411361669927,-1.0818905098750733,-0.3113543635523932,0.0057306747089853,-0.2221308145967944,-0.2077956106336804,0.0299055311081319,-62.1487,-42.82994,-18.78768,0.0327898228229912,0.0217571058343466,-59.7,-0.2788215552390314,-0.087879341677409,-0.1066438671219165,-0.1591668907352161,-0.5042373646416073,0.0118461405041623,-0.2912500278456402,-0.2079114819909522,0.0380186970487841,-51.37968,-33.07034,-37.37443,0.0327898228229912,0.0296604686997516,-49.3,-0.3260303705237435,0.0676900453470175
2012-02-01,-0.1351843308514517,-0.3660750684506464,-0.0005064573417961,-0.1434324636072341,-0.4246698913894535,-0.2348542477756518,0.0599852295729963,-53.28298,-45.74313,-39.8956,0.0229279381539608,0.0077527515583,-51.1,-0.3412143776293028,0.0855956018077232,-0.1222313371060428,-0.1276692891401669,-0.4255835491740196,-0.0441085832562748,-0.2757060084672158,-0.2190910811778845,0.043774082545898,-64.16082,-49.37534,-14.10861,0.0229279381539608,0.0124033762557216,-62.9,-0.2734667550832261,-0.1963857602073275,-0.105411361669927,-1.0818905098750733,-0.3113543635523932,0.0057306747089853,-0.2221308145967944,-0.2077956106336804,0.0299055311081319,-62.1487,-42.82994,-18.78768,0.0327898228229912,0.0217571058343466,-59.7,-0.2788215552390314,-0.087879341677409
2012-03-01,-0.1178036321023263,-0.3986391430377658,-0.3793833736247762,-0.1926843438295007,-0.4656403466890717,-0.2371690442406153,0.0608578743763281,-46.36049,-30.87215,-29.25447,0.0229279381539608,0.0087718946168742,-47.5,-0.3930048183451342,-0.4982158723206868,-0.1351843308514517,-0.3660750684506464,-0.0005064573417961,-0.1434324636072341,-0.4246698913894535,-0.2348542477756518,0.0599852295729963,-53.28298,-45.74313,-39.8956,0.0229279381539608,0.0077527515583,-51.1,-0.3412143776293028,0.0855956018077232,-0.1222313371060428,-0.1276692891401669,-0.4255835491740196,-0.0441085832562748,-0.2757060084672158,-0.2190910811778845,0.043774082545898,-64.16082,-49.37534,-14.10861,0.0229279381539608,0.0124033762557216,-62.9,-0.2734667550832261,-0.1963857602073275
2012-04-01,-0.1265786472249077,-0.6722306463865024,-0.4992552467531421,-0.2305946133072893,-0.5272353974748096,-0.2411313923242364,0.0625762627878003,-47.30593,-33.78273,6.48957,0.0253303833579359,0.0037130380915542,-48.1,-0.4401749673841566,-0.0916706371399547,-0.1178036321023263,-0.3986391430377658,-0.3793833736247762,-0.1926843438295007,-0.4656403466890717,-0.2371690442406153,0.0608578743763281,-46.36049,-30.87215,-29.25447,0.0229279381539608,0.0087718946168742,-47.5,-0.3930048183451342,-0.4982158723206868,-0.1351843308514517,-0.3660750684506464,-0.0005064573417961,-0.1434324636072341,-0.4246698913894535,-0.2348542477756518,0.0599852295729963,-53.28298,-45.74313,-39.8956,0.0229279381539608,0.0077527515583,-51.1,-0.3412143776293028,0.0855956018077232
2012-05-01,-0.139709630618805,-0.6220983659151926,-0.2861333353306783,-0.2913926518483167,-0.4419360823468254,-0.2411777971170323,0.0750253059563821,-50.37878,-50.84674,-25.76539,0.0253303833579359,0.0048023134708925,-53.2,-0.3510753883829629,0.2004318787790371,-0.1265786472249077,-0.6722306463865024,-0.4992552467531421,-0.2305946133072893,-0.5272353974748096,-0.2411313923242364,0.0625762627878003,-47.30593,-33.78273,6.48957,0.0253303833579359,0.0037130380915542,-48.1,-0.4401749673841566,-0.0916706371399547,-0.1178036321023263,-0.3986391430377658,-0.3793833736247762,-0.1926843438295007,-0.4656403466890717,-0.2371690442406153,0.0608578743763281,-46.36049,-30.87215,-29.25447,0.0229279381539608,0.0087718946168742,-47.5,-0.3930048183451342,-0.4982158723206868
2012-06-01,-0.114233603831285,-1.0742300326799619,-0.2621405329443842,-0.0547546337183586,-0.381357372613623,-0.2397323969091136,0.0684953884385262,-42.92656,-43.23903,-14.93277,0.0253303833579359,0.000993221632191,-45.9,-0.2418066895720656,-0.058094250888355,-0.139709630618805,-0.6220983659151926,-0.2861333353306783,-0.2913926518483167,-0.4419360823468254,-0.2411777971170323,0.0750253059563821,-50.37878,-50.84674,-25.76539,0.0253303833579359,0.0048023134708925,-53.2,-0.3510753883829629,0.2004318787790371,-0.1265786472249077,-0.6722306463865024,-0.4992552467531421,-0.2305946133072893,-0.5272353974748096,-0.2411313923242364,0.0625762627878003,-47.30593,-33.78273,6.48957,0.0253303833579359,0.0037130380915542,-48.1,-0.4401749673841566,-0.0916706371399547
2012-07-01,-0.1068850261635008,-0.4807459552505921,-0.3184403679407701,-0.1279148345867904,-0.3648713386119766,-0.2498162638767187,0.0570784884297754,-40.43277,-42.6532,-14.29235,0.0103874554417116,-0.0062683663191993,-43.1,-0.3251006593669547,-0.1586042683773056,-0.114233603831285,-1.0742300326799619,-0.2621405329443842,-0.0547546337183586,-0.381357372613623,-0.2397323969091136,0.0684953884385262,-42.92656,-43.23903,-14.93277,0.0253303833579359,0.000993221632191,-45.9,-0.2418066895720656,-0.058094250888355,-0.139709630618805,-0.6220983659151926,-0.2861333353306783,-0.2913926518483167,-0.4419360823468254,-0.2411777971170323,0.0750253059563821,-50.37878,-50.84674,-25.76539,0.0253303833579359,0.0048023134708925,-53.2,-0.3510753883829629,0.2004318787790371
2012-08-01,-0.123306601882728,-0.3589004206991237,-0.4270327883381596,0.0345438245881775,-0.3857095497992002,-0.250584474442908,0.0460329163856334,-62.73178,-59.87443,-27.12698,0.0103874554417116,-0.0046494282784488,-61.2,-0.2291890012741104,-0.4692663909106133,-0.1068850261635008,-0.4807459552505921,-0.3184403679407701,-0.1279148345867904,-0.3648713386119766,-0.2498162638767187,0.0570784884297754,-40.43277,-42.6532,-14.29235,0.0103874554417116,-0.0062683663191993,-43.1,-0.3251006593669547,-0.1586042683773056,-0.114233603831285,-1.0742300326799619,-0.2621405329443842,-0.0547546337183586,-0.381357372613623,-0.2397323969091136,0.0684953884385262,-42.92656,-43.23903,-14.93277,0.0253303833579359,0.000993221632191,-45.9,-0.2418066895720656,-0.058094250888355
2012-09-01,-0.1271462808277643,-0.4114928539056812,-0.578512609601768,-0.0893798436694765,-0.481340892946136,-0.2414578983829933,0.0336303653074017,-49.61383,-57.97949,-42.79486,0.0103874554417116,-0.0019088468145689,-52.2,-0.6756900000939376,-0.0158146035555279,-0.123306601882728,-0.3589004206991237,-0.4270327883381596,0.0345438245881775,-0.3857095497992002,-0.250584474442908,0.0460329163856334,-62.73178,-59.87443,-27.12698,0.0103874554417116,-0.0046494282784488,-61.2,-0.2291890012741104,-0.4692663909106133,-0.1068850261635008,-0.4807459552505921,-0.3184403679407701,-0.1279148345867904,-0.3648713386119766,-0.2498162638767187,0.0570784884297754,-40.43277,-42.6532,-14.29235,0.0103874554417116,-0.0062683663191993,-43.1,-0.3251006593669547,-0.1586042683773056
2012-10-01,-0.1218057221819002,-0.4171682127249454,-0.605769721106153,0.1465045475459021,-0.2924301381879388,-0.2423733040729567,0.0098617012574884,-62.91845,-63.24919,-50.07228,0.0004827885962557,-0.0019546275437649,-61.6,-0.428466002843014,0.0308861205479358,-0.1271462808277643,-0.4114928539056812,-0.578512609601768,-0.0893798436694765,-0.481340892946136,-0.2414578983829933,0.0336303653074017,-49.61383,-57.97949,-42.79486,0.0103874554417116,-0.0019088468145689,-52.2,-0.6756900000939376,-0.0158146035555279,-0.123306601882728,-0.3589004206991237,-0.4270327883381596,0.0345438245881775,-0.3857095497992002,-0.250584474442908,0.0460329163856334,-62.73178,-59.87443,-27.12698,0.0103874554417116,-0.0046494282784488,-61.2,-0.2291890012741104,-0.4692663909106133
2012-11-01,-0.1249224234654837,-0.8922579310586372,0.2593168587256755,0.0507043084080223,-0.4016583172492085,-0.2325721158174021,-0.000855248290259,-69.72188,-63.41798,-9.49065,0.0004827885962557,0.0001169944600976,-67.4,-0.6323997253029149,0.4342609431696447,-0.1218057221819002,-0.4171682127249454,-0.605769721106153,0.1465045475459021,-0.2924301381879388,-0.2423733040729567,0.0098617012574884,-62.91845,-63.24919,-50.07228,0.0004827885962557,-0.0019546275437649,-61.6,-0.428466002843014,0.0308861205479358,-0.1271462808277643,-0.4114928539056812,-0.578512609601768,-0.0893798436694765,-0.481340892946136,-0.2414578983829933,0.0336303653074017,-49.61383,-57.97949,-42.79486,0.0103874554417116,-0.0019088468145689,-52.2,-0.6756900000939376,-0.0158146035555279
2012-12-01,-0.1183566196783356,-0.2940804778469576,-0.1671755153277256,0.0524762678678145,-0.4369849129759755,-0.228087518123317,-0.0262406031111144,-67.19108,-56.37181,-18.70476,0.0004827885962557,0.0019808011451996,-64.6,-0.6140677772008293,-0.0185765215210391,-0.1249224234654837,-0.8922579310586372,0.2593168587256755,0.0507043084080223,-0.4016583172492085,-0.2325721158174021,-0.000855248290259,-69.72188,-63.41798,-9.49065,0.0004827885962557,0.0001169944600976,-67.4,-0.6323997253029149,0.4342609431696447,-0.1218057221819002,-0.4171682127249454,-0.605769721106153,0.1465045475459021,-0.2924301381879388,-0.2423733040729567,0.0098617012574884,-62.91845,-63.24919,-50.07228,0.0004827885962557,-0.0019546275437649,-61.6,-0.428466002843014,0.0308861205479358
2013-01-01,-0.098297426488707,-0.7253246669724324,-0.7855125061592201,-0.0676248271742849,-0.2675165703325062,-0.2177624077015476,-0.0424997445975003,-49.15553,-43.23368,-35.47688,-0.0082961547936273,-0.0009531320330919,-45.6,-0.6682769633945796,0.4922114353219147,-0.1183566196783356,-0.2940804778469576,-0.1671755153277256,0.0524762678678145,-0.4369849129759755,-0.228087518123317,-0.0262406031111144,-67.19108,-56.37181,-18.70476,0.0004827885962557,0.0019808011451996,-64.6,-0.6140677772008293,-0.0185765215210391,-0.1249224234654837,-0.8922579310586372,0.2593168587256755,0.0507043084080223,-0.4016583172492085,-0.2325721158174021,-0.000855248290259,-69.72188,-63.41798,-9.49065,0.0004827885962557,0.0001169944600976,-67.4,-0.6323997253029149,0.4342609431696447
2013-02-01,-0.0892138988145036,-0.4551932120055735,-1.1067506855710807,0.033030525676482,-0.3170530531313975,-0.2088370810603894,-0.0602560011026298,-58.13989,-51.66772,-23.10172,-0.0082961547936273,-0.0020893113579401,-56.1,-0.5504031233528196,-0.1310794568944668,-0.098297426488707,-0.7253246669724324,-0.7855125061592201,-0.0676248271742849,-0.2675165703325062,-0.2177624077015476,-0.0424997445975003,-49.15553,-43.23368,-35.47688,-0.0082961547936273,-0.0009531320330919,-45.6,-0.6682769633945796,0.4922114353219147,-0.1183566196783356,-0.2940804778469576,-0.1671755153277256,0.0524762678678145,-0.4369849129759755,-0.228087518123317,-0.0262406031111144,-67.19108,-56.37181,-18.70476,0.0004827885962557,0.0019808011451996,-64.6,-0.6140677772008293,-0.0185765215210391
2013-03-01,-0.1029489388351594,-0.7962426895869185,-0.7147945837120204,0.0541868313415863,-0.536779538915022,-0.2264530001565985,-0.0622620869817192,-47.66831,-44.10161,-25.48254,-0.0082961547936273,-0.0056104767134321,-48.9,-0.5281053148815342,0.3026195512243044,-0.0892138988145036,-0.4551932120055735,-1.1067506855710807,0.033030525676482,-0.3170530531313975,-0.2088370810603894,-0.0602560011026298,-58.13989,-51.66772,-23.10172,-0.0082961547936273,-0.0020893113579401,-56.1,-0.5504031233528196,-0.1310794568944668,-0.098297426488707,-0.7253246669724324,-0.7855125061592201,-0.0676248271742849,-0.2675165703325062,-0.2177624077015476,-0.0424997445975003,-49.15553,-43.23368,-35.47688,-0.0082961547936273,-0.0009531320330919,-45.6,-0.6682769633945796,0.4922114353219147
2013-04-01,-0.1143634086501235,-0.2054685113824845,-0.680694227961986,-0.0158058001711882,-0.168056073262651,-0.1899084581835959,-0.085411216306535,-52.43364,-52.41006,-33.17838,0.0173088724232721,-0.0081399376044704,-53.5,-0.5034588431599536,0.4942542847530013,-0.1029489388351594,-0.7962426895869185,-0.7147945837120204,0.0541868313415863,-0.536779538915022,-0.2264530001565985,-0.0622620869817192,-47.66831,-44.10161,-25.48254,-0.0082961547936273,-0.0056104767134321,-48.9,-0.5281053148815342,0.3026195512243044,-0.0892138988145036,-0.4551932120055735,-1.1067506855710807,0.033030525676482,-0.3170530531313975,-0.2088370810603894,-0.0602560011026298,-58.13989,-51.66772,-23.10172,-0.0082961547936273,-0.0020893113579401,-56.1,-0.5504031233528196,-0.1310794568944668
2013-05-01,-0.0988033970123529,-0.0918032461141997,-0.5338833739689441,0.1179207103313446,-0.247975731701187,-0.1878026567883743,-0.0953538681228289,-64.38245,-63.12746,-43.52837,0.0173088724232721,-0.0087524469860955,-65.5,-0.4948731301793873,-0.1558693061853384,-0.1143634086501235,-0.2054685113824845,-0.680694227961986,-0.0158058001711882,-0.168056073262651,-0.1899084581835959,-0.085411216306535,-52.43364,-52.41006,-33.17838,0.0173088724232721,-0.0081399376044704,-53.5,-0.5034588431599536,0.4942542847530013,-0.1029489388351594,-0.7962426895869185,-0.7147945837120204,0.0541868313415863,-0.536779538915022,-0.2264530001565985,-0.0622620869817192,-47.66831,-44.10161,-25.48254,-0.0082961547936273,-0.0056104767134321,-48.9,-0.5281053148815342,0.3026195512243044
2013-06-01,-0.090023150221838,-0.2667942261682334,-0.8332166068465608,0.0297051544139161,-0.2604005997042655,-0.1694746960729594,-0.0995251199006741,-45.73177,-46.8834,-17.15803,0.0173088724232721,-0.0091555172110764,-48.6,-0.5738069177456335,0.3661248550746059,-0.0988033970123529,-0.0918032461141997,-0.5338833739689441,0.1179207103313446,-0.247975731701187,-0.1878026567883743,-0.0953538681228289,-64.38245,-63.12746,-43.52837,0.0173088724232721,-0.0087524469860955,-65.5,-0.4948731301793873,-0.1558693061853384,-0.1143634086501235,-0.2054685113824845,-0.680694227961986,-0.0158058001711882,-0.168056073262651,-0.1899084581835959,-0.085411216306535,-52.43364,-52.41006,-33.17838,0.0173088724232721,-0.0081399376044704,-53.5,-0.5034588431599536,0.4942542847530013
2013-07-01,-0.096198837886015,-0.2631474066478158,-0.778729728345329,0.0839517111656746,-0.1800554832226337,-0.1488685761716208,-0.1052031581820731,-56.56546,-62.5136,-2.6479,0.0022579440806449,-0.0103380009192015,-59.2,-0.4732965964687059,0.2467106827415604,-0.090023150221838,-0.2667942261682334,-0.8332166068465608,0.0297051544139161,-0.2604005997042655,-0.1694746960729594,-0.0995251199006741,-45.73177,-46.8834,-17.15803,0.0173088724232721,-0.0091555172110764,-48.6,-0.5738069177456335,0.3661248550746059,-0.0988033970123529,-0.0918032461141997,-0.5338833739689441,0.1179207103313446,-0.247975731701187,-0.1878026567883743,-0.0953538681228289,-64.38245,-63.12746,-43.52837,0.0173088724232721,-0.0087524469860955,-65.5,-0.4948731301793873,-0.1558693061853384
2013-08-01,-0.0979513474843738,-0.5755726302582218,-0.4057606600535681,0.0900188980535849,-0.312018727991159,-0.1363220352267387,-0.1125434735168369,-70.51079,-73.14743,-32.79852,0.0022579440806449,-0.0092035533938465,-69.0,-0.6169764130211774,0.5121787158195978,-0.096198837886015,-0.2631474066478158,-0.778729728345329,0.0839517111656746,-0.1800554832226337,-0.1488685761716208,-0.1052031581820731,-56.56546,-62.5136,-2.6479,0.0022579440806449,-0.0103380009192015,-59.2,-0.4732965964687059,0.2467106827415604,-0.090023150221838,-0.2667942261682334,-0.8332166068465608,0.0297051544139161,-0.2604005997042655,-0.1694746960729594,-0.0995251199006741,-45.73177,-46.8834,-17.15803,0.0173088724232721,-0.0091555172110764,-48.6,-0.5738069177456335,0.3661248550746059
2013-09-01,-0.0691489962278941,-0.474414795176048,-0.8721026684768347,0.0677726150817221,-0.1426909694976057,-0.1306493977943352,-0.1246916075087734,-42.41659,-50.92617,-34.03733,0.0022579440806449,-0.0083847334018321,-44.7,-0.1273942335576849,0.3535739104582171,-0.0979513474843738,-0.5755726302582218,-0.4057606600535681,0.0900188980535849,-0.312018727991159,-0.1363220352267387,-0.1125434735168369,-70.51079,-73.14743,-32.79852,0.0022579440806449,-0.0092035533938465,-69.0,-0.6169764130211774,0.5121787158195978,-0.096198837886015,-0.2631474066478158,-0.778729728345329,0.0839517111656746,-0.1800554832226337,-0.1488685761716208,-0.1052031581820731,-56.56546,-62.5136,-2.6479,0.0022579440806449,-0.0103380009192015,-59.2,-0.4732965964687059,0.2467106827415604
2013-10-01,-0.0579500246204345,-0.0935573309769104,-0.7337175711035292,-0.0151518050206025,-0.1356105278118526,-0.1109617236474145,-0.1354067596493395,-70.99159,-76.59897,-52.01498,0.0071181524098671,-0.0046634392334556,-70.1,-0.3499568996561137,0.4027981033412242,-0.0691489962278941,-0.474414795176048,-0.8721026684768347,0.0677726150817221,-0.1426909694976057,-0.1306493977943352,-0.1246916075087734,-42.41659,-50.92617,-34.03733,0.0022579440806449,-0.0083847334018321,-44.7,-0.1273942335576849,0.3535739104582171,-0.0979513474843738,-0.5755726302582218,-0.4057606600535681,0.0900188980535849,-0.312018727991159,-0.1363220352267387,-0.1125434735168369,-70.51079,-73.14743,-32.79852,0.0022579440806449,-0.0092035533938465,-69.0,-0.6169764130211774,0.5121787158195978
2013-11-01,-0.0438117692468908,-0.1040503287688006,-0.987789908177362,0.0102089053702432,-0.1272517589381125,-0.0916597547874449,-0.1506805811754432,-65.74813,-66.22086,-14.891,0.0071181524098671,-0.0032539613479167,-61.6,-0.0887191401525218,-0.0584201750092177,-0.0579500246204345,-0.0935573309769104,-0.7337175711035292,-0.0151518050206025,-0.1356105278118526,-0.1109617236474145,-0.1354067596493395,-70.99159,-76.59897,-52.01498,0.0071181524098671,-0.0046634392334556,-70.1,-0.3499568996561137,0.4027981033412242,-0.0691489962278941,-0.474414795176048,-0.8721026684768347,0.0677726150817221,-0.1426909694976057,-0.1306493977943352,-0.1246916075087734,-42.41659,-50.92617,-34.03733,0.0022579440806449,-0.0083847334018321,-44.7,-0.1273942335576849,0.3535739104582171
2013-12-01,-0.0323902307995105,-0.2837259442925646,-0.8998840872663062,-0.0370851175475177,-0.0997027129066703,-0.1105690331401065,-0.1467061199240094,-51.71531,-49.90648,-9.43728,0.0071181524098671,-0.0051302151152601,-49.0,-0.1821975941682527,0.0144476167884137,-0.0438117692468908,-0.1040503287688006,-0.987789908177362,0.0102089053702432,-0.1272517589381125,-0.0916597547874449,-0.1506805811754432,-65.74813,-66.22086,-14.891,0.0071181524098671,-0.0032539613479167,-61.6,-0.0887191401525218,-0.0584201750092177,-0.0579500246204345,-0.0935573309769104,-0.7337175711035292,-0.0151518050206025,-0.1356105278118526,-0.1109617236474145,-0.1354067596493395,-70.99159,-76.59897,-52.01498,0.0071181524098671,-0.0046634392334556,-70.1,-0.3499568996561137,0.4027981033412242
2014-01-01,-0.0455018518975975,-0.1437005594455138,0.1805532097372122,0.167332416529323,-0.1770873106289938,-0.0863693996775278,-0.156651029743581,-56.66113,-71.9301,-24.09517,0.0036247374441753,-0.0038926164684598,-54.8,-0.0422947498328998,-0.1419702320780613,-0.0323902307995105,-0.2837259442925646,-0.8998840872663062,-0.0370851175475177,-0.0997027129066703,-0.1105690331401065,-0.1467061199240094,-51.71531,-49.90648,-9.43728,0.0071181524098671,-0.0051302151152601,-49.0,-0.1821975941682527,0.0144476167884137,-0.0438117692468908,-0.1040503287688006,-0.987789908177362,0.0102089053702432,-0.1272517589381125,-0.0916597547874449,-0.1506805811754432,-65.74813,-66.22086,-14.891,0.0071181524098671,-0.0032539613479167,-61.6,-0.0887191401525218,-0.0584201750092177
2014-02-01,-0.0378601619072691,0.3024304574531626,0.2521369250301965,0.2386662510547186,-0.1151354205861059,-0.0727893586435293,-0.167981070187305,-57.32453,-56.58666,-31.34527,0.0036247374441753,-0.0084491430096749,-55.2,-0.166680212653473,0.2054073969109726,-0.0455018518975975,-0.1437005594455138,0.1805532097372122,0.167332416529323,-0.1770873106289938,-0.0863693996775278,-0.156651029743581,-56.66113,-71.9301,-24.09517,0.0036247374441753,-0.0038926164684598,-54.8,-0.0422947498328998,-0.1419702320780613,-0.0323902307995105,-0.2837259442925646,-0.8998840872663062,-0.0370851175475177,-0.0997027129066703,-0.1105690331401065,-0.1467061199240094,-51.71531,-49.90648,-9.43728,0.0071181524098671,-0.0051302151152601,-49.0,-0.1821975941682527,0.0144476167884137
2014-03-01,0.0115718033872118,-0.1243088071480906,-0.2508789049414996,0.2919785344852856,0.1471237813290793,-0.0248298870594148,-0.1908351154559753,-51.3265,-60.98343,-34.72786,0.0036247374441753,-0.007902419907146,-50.4,-0.1414452661867926,0.2170180284840217,-0.0378601619072691,0.3024304574531626,0.2521369250301965,0.2386662510547186,-0.1151354205861059,-0.0727893586435293,-0.167981070187305,-57.32453,-56.58666,-31.34527,0.0036247374441753,-0.0084491430096749,-55.2,-0.166680212653473,0.2054073969109726,-0.0455018518975975,-0.1437005594455138,0.1805532097372122,0.167332416529323,-0.1770873106289938,-0.0863693996775278,-0.156651029743581,-56.66113,-71.9301,-24.09517,0.0036247374441753,-0.0038926164684598,-54.8,-0.0422947498328998,-0.1419702320780613
2014-04-01,0.0374604354661078,-0.0894189447905668,-0.203605499808102,0.4127911482002373,-0.0692586560908505,-0.0458995848775565,-0.1839381916385685,-50.10607,-59.26823,-22.50924,-0.0130999884142992,-0.0036252527213482,-50.9,-0.1177128743731055,-0.2229193621759959,0.0115718033872118,-0.1243088071480906,-0.2508789049414996,0.2919785344852856,0.1471237813290793,-0.0248298870594148,-0.1908351154559753,-51.3265,-60.98343,-34.72786,0.0036247374441753,-0.007902419907146,-50.4,-0.1414452661867926,0.2170180284840217,-0.0378601619072691,0.3024304574531626,0.2521369250301965,0.2386662510547186,-0.1151354205861059,-0.0727893586435293,-0.167981070187305,-57.32453,-56.58666,-31.34527,0.0036247374441753,-0.0084491430096749,-55.2,-0.166680212653473,0.2054073969109726
2014-05-01,0.0373112105724455,-0.3279727716206322,-0.1514599228703357,0.3488248289948332,-0.0365801446656455,-0.0217964440418807,-0.1984644791830838,-47.71396,-59.66293,-16.39971,-0.0130999884142992,-0.0030499275019293,-48.5,-0.153065779293632,0.2810180411303857,0.0374604354661078,-0.0894189447905668,-0.203605499808102,0.4127911482002373,-0.0692586560908505,-0.0458995848775565,-0.1839381916385685,-50.10607,-59.26823,-22.50924,-0.0130999884142992,-0.0036252527213482,-50.9,-0.1177128743731055,-0.2229193621759959,0.0115718033872118,-0.1243088071480906,-0.2508789049414996,0.2919785344852856,0.1471237813290793,-0.0248298870594148,-0.1908351154559753,-51.3265,-60.98343,-34.72786,0.0036247374441753,-0.007902419907146,-50.4,-0.1414452661867926,0.2170180284840217
